,comment,target
148,"I'm graduated in System Analysis, not Computer Sciences, and learned to program only by experience. After 20 years it's a good deal but still I missed the theoretical background and this always annoyed me. I knew and used to make good use of all the structures presented in this course but never could quite explain how or why, or talk in asymptotic notations. Now I can. I didn't stop here, I do take some topics to deep dive during the lectures. It's being a great experience and I only wish I could have more time to keep myself always enrolled in some course.","{'experi': ['experience'], 'year': ['years'], 'deal': ['deal'], 'background': ['background'], 'use': ['use'], 'structur': ['structures'], 'cours': ['course'], 'notat': ['notations'], 'topic': ['topics'], 'dive': ['dive'], 'time': ['time']}"
149,"great course, straightforward and paced very well",{'cours': ['course']}
150,Good course to understand the basics of data structures and performance of different data structure implementations,"{'cours': ['course'], 'basic': ['basics'], 'data structur': ['data structures'], 'perform': ['performance'], 'data structur implement': ['data structure implementations']}"
151,Great course to refresh my memory on data structure that I haven't been thought about after graduating from college. ,"{'cours': ['course'], 'memori': ['memory'], 'data structur': ['data structure']}"
152,"Very challenging, but totally rewarding and worth the effot!",{'effot': ['effot']}
153,Very good Course. The assignments were fairly challenging and required 3-5 hours per assignment.The instructors were really good. This was the first course on Coursera which I fully completed. I liked working with a large software project as part of the assignments.,"{'cours': ['Course', 'course'], 'assign': ['assignments'], 'hour': ['hours'], 'assignment.th instructor': ['assignment.The instructors'], 'coursera': ['Coursera'], 'softwar project': ['software project'], 'part': ['part']}"
154,it grate course for me i learn a lot from this course.,"{'cours': ['course'], 'lot': ['lot']}"
155,"After so many years, I actually understood the core concepts of data structures. Thanks all three instructors. The amount of effort they are putting to make the things easy for the students is awesome.","{'year': ['years'], 'core concept': ['core concepts'], 'data structur': ['data structures'], 'thank': ['Thanks'], 'instructor': ['instructors'], 'amount': ['amount'], 'thing': ['things'], 'student': ['students']}"
156,"great course, but the assignments are somewhat easy....","{'cours': ['course'], 'assign': ['assignments']}"
157,"Excellent Course! The explanation is so detail with examples, even a person new to algorithms can understand the concepts.","{'cours': ['Course'], 'explan': ['explanation'], 'detail': ['detail'], 'exampl': ['examples'], 'person': ['person'], 'algorithm': ['algorithms'], 'concept': ['concepts']}"
158,"I really liked this course and the way it was taught. Although I am a CS major, I really learnt a lot of other stuff from this course apart from learning the core content of Data Structures.","{'cours': ['course'], 'way': ['way'], 'lot': ['lot'], 'stuff': ['stuff'], 'core content': ['core content'], 'data structur': ['Data Structures']}"
159,"Excellent course, packed full of information - A MUST for anyone who is learning the Java programming language. Lots of effort has gone into this course and is very well structured clearly defining topics week by week.","{'cours': ['course'], 'inform': ['information'], 'anyon': ['anyone'], 'java program languag': ['Java programming language'], 'lot': ['Lots'], 'topic week': ['topics week'], 'week': ['week']}"
160,Amazing video lectures that help in understanding the concepts quickly. In video quizzes help make sure your thought process is right. But The assignments are way too simple if we follow all the steps provided. Assignments have to be more challenging. Surely 5 stars if they add more challenging assignments to this course.,"{'video': ['video'], 'help': ['help'], 'concept': ['concepts'], 'thought process': ['thought process'], 'assign': ['assignments', 'Assignments'], 'step': ['steps'], 'star': ['stars'], 'cours': ['course']}"
161,Great course! I have learned so much from testing design using JUnit on Eclipse to Algorithm big O evaluation. This course is really a delight especially due to the very cool project we built during the course.Thank you!,"{'cours': ['course'], 'test design': ['testing design'], 'junit': ['JUnit'], 'eclips': ['Eclipse'], 'algorithm o evalu': ['Algorithm O evaluation'], 'delight': ['delight'], 'project': ['project']}"
162,I like it,{}
163,Excellent course!,{'cours': ['course']}
164,Interesting and practical course.,{'cours': ['course']}
165,Thanks a lot for great and interesting course.,"{'thank': ['Thanks'], 'lot': ['lot'], 'cours': ['course']}"
166,The best course in JAVA programming and much much more!,"{'cours': ['course'], 'java program': ['JAVA programming']}"
167,"Very good course. This is a very right course for Java learners, will be touched on all basic stuff that are needed in Java. I will highly recommend this course for my colleagues.","{'cours': ['course'], 'java learner': ['Java learners'], 'stuff': ['stuff'], 'java': ['Java'], 'colleagu': ['colleagues']}"
168,Very good lectures. ,{}
169,Great course.,{'cours': ['course']}
170,This course is great and uses real world projects to teach.,"{'cours': ['course'], 'world project': ['world projects']}"
171,Very well structured. Information complete and good exercises. ,{'inform exercis': ['Information exercises']}
172,Best course on Data Structures with a very cool project to apply the concepts learned in this course.,"{'cours': ['course'], 'data structur': ['Data Structures'], 'project': ['project'], 'concept': ['concepts']}"
173,One of the better programming classes. Definitely recommended. ,{'program class': ['programming classes']}
174,Amazing lectures and practical assignments.,{'assign': ['assignments']}
